,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma
miR-484,3463,4315,7124,14095,3465,15398,3858,8632,9809,8223,6103,2730,14795,4994,4763,7056,8421,5210,4621,4426,5043,7680,9476,3359,4467,6825,3170,7747,8963,9794,7969
miR-485-3p,1746,413,96,11,212,107,376,1,80,354,37,550,14,312,917,6,549,444,916,907,498,382,209,1065,357,141,103,931,894,128,1103
miR-485-5p,374,45,9,10,69,16,72,1,15,42,9,120,3,67,172,3,72,80,169,89,63,30,22,214,46,12,51,194,206,37,178
miR-486-5p,485,441,4644,1089,8338,530,5993,627,3196,5899,794,758,831,2107,528,806,2360,2258,1902,250,1046,1936,492,1032,659,1439,1568,2421,2119,2344,1030
miR-487a-3p,736,118,22,21,72,39,83,8,61,104,39,228,10,195,483,4,173,156,304,152,439,107,62,464,120,105,44,366,784,51,300
miR-487a-5p,240,14,9,5,25,16,23,3,14,25,8,62,5,43,120,1,19,35,92,26,61,34,14,106,42,16,20,129,186,8,124
miR-487b-3p,5925,423,116,31,424,222,468,14,169,357,103,1701,23,842,2978,8,453,940,2532,813,1977,449,419,2557,525,244,343,2374,2609,222,2011
miR-487b-5p,25,2,5,2,2,1,6,0,1,4,0,10,0,5,17,5,4,6,10,1,10,4,5,22,12,4,4,21,28,10,17
miR-488-3p,1136,767,855,338,86,505,206,600,164,185,2,439,57,140,289,1658,246,1007,669,1004,39,784,745,1122,473,353,57,808,1492,736,1338
miR-488-5p,68,36,48,20,0,32,12,62,19,6,1,14,5,9,24,107,19,69,29,32,3,49,46,81,20,36,3,59,82,70,134
miR-489-3p,3,13,9,124,9,12,3,9,13,20,7,1,69,12,2,308,5,6,5,3,4,28,8,3,39,6,8,7,10,145,2
miR-489-5p,0,0,3,8,0,0,1,0,1,0,0,0,4,0,1,17,0,2,2,0,2,2,1,1,7,1,0,0,2,12,0
miR-490-5p,56,5,2,158,171,0,6,145,578,1,36,165,91,22,53,60,5,60,14,2,19,19,34,236,0,12,12,27,96,68,91
miR-491-3p,30,13,33,50,12,16,25,27,39,4,27,20,17,27,22,30,16,6,42,15,12,36,30,31,20,18,17,17,40,31,27
miR-491-5p,389,205,319,478,324,165,475,476,750,95,194,393,258,424,298,287,181,340,557,144,108,301,407,544,301,97,304,228,599,456,469
miR-492,0,1,6,5,200,0,4,2,3,3,3,0,2,1,0,2,3,0,0,1,3,5,1,1,1,5,1,4,4,1,1
miR-493-3p,24,54,7,17,86,50,24,4,24,81,22,8,4,31,14,14,11,2,19,18,232,60,9,18,51,30,35,75,23,27,54
miR-493-5p,79,189,27,32,323,223,50,9,99,353,66,51,24,174,87,4,62,57,49,78,1142,205,95,68,235,57,83,230,70,44,234
miR-494-3p,1710,395,101,26,508,261,219,35,194,545,81,510,21,491,1047,23,232,332,865,430,1190,612,156,884,792,187,152,994,732,114,589
miR-494-5p,6,0,0,0,1,3,3,0,2,3,4,1,0,2,4,4,0,3,4,0,9,14,1,3,8,6,3,10,7,1,2
miR-495-3p,7132,1546,336,66,940,479,916,24,344,1268,170,1929,65,1624,4057,19,1169,1487,3021,2375,4685,1060,688,2669,1110,700,554,4861,3829,328,3511
miR-495-5p,61,12,2,1,5,1,13,1,4,16,9,15,0,16,33,8,10,22,34,22,60,18,7,39,14,3,4,49,31,17,11
miR-496,68,7,2,10,18,10,8,0,10,15,10,18,0,11,28,2,9,21,36,22,154,30,10,25,19,6,6,33,36,3,42
miR-497-3p,14,51,41,24,48,84,27,10,49,45,58,18,28,18,22,76,45,29,23,64,35,66,80,14,51,16,27,45,44,25,37
miR-498,0,0,1,2,1,3,1,0,1,0,1,0,1,0,0,3,0,1,0,1,0,4,2,0,3,5,0,2,2,1,0
miR-4999-5p,6,8,7,13,0,4,0,23,5,2,6,6,4,1,3,1,1,0,5,0,0,5,2,1,3,5,0,0,8,4,2
miR-499b-3p,0,0,0,3,0,0,1,2,3,0,2,0,2,3,1,2,0,0,1,0,1,1,0,1,0,1,1,2,0,1,0
miR-5000-5p,2,2,3,11,4,0,2,11,3,1,6,4,0,6,0,6,0,1,0,1,4,8,0,2,4,5,2,10,2,6,4
miR-5001-3p,3,8,19,41,22,30,15,26,27,12,26,4,14,15,8,17,14,6,6,9,31,15,48,12,7,36,3,12,41,14,14
miR-5001-5p,25,101,140,264,369,144,232,93,109,104,228,23,50,192,38,75,68,69,67,124,124,177,130,41,63,142,313,238,279,198,172
miR-5002-3p,3,6,0,7,2,3,13,4,6,3,8,1,1,3,1,3,1,4,7,3,6,10,1,1,4,2,5,22,13,10,5
miR-5002-5p,5,2,4,15,0,0,5,1,13,0,9,6,0,3,1,22,8,6,15,3,0,13,9,7,7,8,4,6,7,10,2
miR-5003-3p,0,0,1,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0
miR-5003-5p,0,3,7,40,6,4,3,4,7,0,8,1,0,3,0,10,3,0,2,0,3,6,3,0,6,8,4,7,4,6,3
miR-5004-3p,0,2,2,1,0,2,4,0,2,0,0,0,3,1,0,8,1,2,0,0,3,2,0,1,1,5,2,1,1,0,3
miR-5004-5p,0,0,0,5,3,0,0,0,0,2,3,0,0,1,0,2,0,0,0,1,2,2,2,0,1,0,0,1,1,1,1
miR-5006-3p,3,2,4,10,5,1,5,5,1,2,2,4,9,3,4,9,4,3,4,1,6,5,5,6,3,10,1,3,21,2,3
miR-5006-5p,2,36,62,176,153,85,129,38,85,45,107,17,25,100,7,22,30,37,29,19,32,49,34,12,25,30,211,231,125,137,96
miR-5007-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1
miR-5007-5p,0,1,2,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,7,0,0,0,0,0,0
miR-5008-5p,0,3,6,8,7,4,5,2,5,3,6,0,1,3,1,2,0,0,1,1,2,4,1,1,3,2,10,4,5,3,3
miR-5009-3p,1,2,1,3,0,2,1,0,1,1,1,2,4,0,1,3,0,0,1,2,1,3,0,0,2,3,2,0,3,0,0
miR-5009-5p,0,2,8,13,5,0,0,6,5,4,7,1,2,5,0,11,4,0,5,1,5,4,2,1,0,7,3,5,4,9,2
miR-500a-3p,135,43,132,214,200,2944,254,59,1159,65,158,133,131,114,201,256,58,172,364,27,207,90,133,34,146,242,159,268,250,196,162
miR-500a-5p,250,130,434,352,569,9428,479,105,2295,208,610,289,279,273,518,666,196,312,637,88,599,286,412,49,393,733,304,528,758,375,376
miR-500b-3p,79,27,110,216,143,2432,167,49,991,70,187,91,98,96,189,210,72,140,303,40,215,108,146,26,96,217,144,218,224,152,134
miR-500b-5p,86,55,161,125,170,2738,138,32,677,47,187,83,96,85,133,131,62,76,201,45,187,88,101,22,114,243,156,165,211,133,91
miR-5010-3p,20,24,27,88,15,29,21,33,30,14,53,34,48,40,16,47,38,38,26,23,41,20,69,18,15,73,12,67,80,25,28
miR-5010-5p,12,11,45,66,136,49,52,23,43,40,34,12,10,41,5,22,58,17,13,31,45,41,40,6,12,40,56,75,81,43,38
miR-5011-5p,0,0,2,5,0,0,2,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,1,1,1,4,0,0,0,3
miR-501-3p,171,47,160,211,232,3160,289,59,1338,115,239,152,120,140,210,336,92,167,388,30,272,88,220,40,116,322,184,314,399,215,201
miR-501-5p,172,37,120,287,191,3277,265,59,1423,98,356,137,216,132,253,242,80,155,378,26,372,77,218,43,88,412,190,400,471,236,194
miR-502-3p,161,59,186,230,230,3792,252,62,1279,168,250,173,128,168,260,422,91,200,437,34,288,121,248,35,171,354,214,350,398,267,198
miR-502-5p,47,40,77,49,96,1785,83,16,374,60,135,56,44,58,66,173,38,45,83,24,106,72,102,7,91,132,47,99,131,73,51
miR-503-3p,0,0,0,12,2,5,0,1,0,0,0,0,0,0,0,2,1,0,3,1,19,2,6,3,5,1,0,0,9,1,0
miR-503-5p,0,45,11,183,71,40,21,28,40,62,54,3,12,27,9,11,10,20,9,11,601,19,190,9,7,82,13,25,76,31,1
miR-504-3p,30,194,300,628,911,243,597,169,365,254,413,25,109,483,24,79,75,133,104,116,117,285,105,30,111,167,1007,853,435,461,411
miR-504-5p,124,5,4,19,190,9,173,63,177,29,8,124,10,165,105,1,231,351,197,1,110,10,4,107,30,50,43,165,53,26,157
miR-5047,0,1,11,14,7,2,11,4,8,4,9,0,0,3,0,3,1,3,4,2,6,5,0,1,1,4,6,11,2,9,3
miR-505-3p,290,1685,2635,2298,2457,1326,746,598,754,927,1321,261,2089,715,287,680,1441,1744,433,1624,1124,3447,965,726,1007,1797,254,592,1437,533,348
miR-505-5p,35,184,229,440,323,136,110,82,175,104,157,38,222,80,31,89,128,181,58,142,157,279,94,120,85,139,47,108,229,76,68
miR-506-3p,1,2,4,4,2,0,1,1,0,0,1,1,4,1,2,1,2,1,2,1,2,1,5,3,0,1,1,3,2,0,2
miR-506-5p,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
miR-507,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,5,0,2,0
miR-508-3p,2,0,2,2,2,0,1,0,0,0,0,9,6,2,3,1,0,0,5,0,1,0,0,5,3,4,0,6,6,4,4
miR-508-5p,0,0,0,5,0,1,4,1,2,0,0,1,2,1,1,0,1,0,0,1,0,4,0,0,0,1,0,1,5,1,0
miR-5087,1,0,3,3,1,0,2,0,0,0,2,0,0,0,0,6,3,4,7,0,0,3,0,3,2,6,1,21,19,5,5
miR-5088-3p,0,0,4,13,5,8,3,2,2,7,8,0,3,2,0,11,4,1,1,4,12,10,4,2,1,7,1,1,12,10,8
miR-5088-5p,5,40,47,223,248,54,176,60,120,38,155,6,14,158,3,27,13,31,23,17,34,92,16,13,24,41,331,330,144,176,151
miR-5089-3p,1,0,0,2,2,0,3,1,2,0,7,0,0,6,0,3,0,0,2,0,3,2,1,0,0,5,2,0,1,0,1
miR-5090,4,25,25,68,133,19,53,24,49,11,27,2,2,32,4,14,3,13,15,14,10,18,21,5,12,23,104,116,31,92,53
miR-5091,3,3,3,11,15,2,4,9,9,2,8,3,2,9,6,3,5,3,7,7,2,2,16,4,6,6,11,18,13,11,3
miR-5093,1,21,42,163,179,24,160,64,118,28,95,3,9,108,3,4,6,15,20,17,14,48,10,10,6,17,212,339,70,121,91
miR-509-3-5p,3,0,2,7,0,0,0,1,0,0,0,3,6,1,2,1,0,1,2,1,1,3,0,4,1,2,0,8,5,0,1
miR-509-3p,2,3,5,2,0,0,1,2,0,0,0,1,10,4,2,4,3,5,2,3,3,12,2,11,2,4,0,6,12,2,6
miR-5094,1,4,1,18,2,4,0,7,5,1,4,0,0,9,0,5,1,0,0,1,2,0,0,0,2,0,9,11,7,3,7
miR-509-5p,3,0,3,10,1,0,1,3,0,0,2,1,1,3,0,2,3,1,2,0,2,1,1,4,1,7,1,10,10,3,4
miR-510-3p,0,0,4,3,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4,0,6,2,2,2,1,0,0,0
miR-510-5p,1,0,2,5,2,0,0,3,0,1,0,0,3,0,1,0,0,1,0,0,0,3,2,1,2,2,2,6,2,0,2
miR-511-3p,3,78,10,10,69,57,12,9,52,137,16,12,30,36,5,5,22,46,9,31,15,54,0,8,118,14,4,15,74,11,6
miR-511-5p,6,44,27,43,66,54,22,27,34,61,37,14,27,20,10,9,42,22,16,30,28,54,44,16,36,29,11,12,62,25,14
miR-512-3p,0,0,1,4,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,2,0,3,0,0,1,1,2,0,2,4,0
miR-512-5p,0,0,4,6,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,1,0,0,3,0,0,0,6,0,0
miR-513a-3p,1,1,3,5,0,0,3,1,4,0,3,0,1,0,0,2,2,3,0,1,3,0,2,4,2,0,0,3,5,0,4
miR-513a-5p,4,6,3,2,5,0,1,4,1,2,2,1,3,4,3,0,2,2,4,2,0,0,0,8,1,1,2,4,2,5,1
miR-513b-3p,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,3,0,0,0,1,0,2,0
miR-513b-5p,4,3,2,2,0,0,2,0,0,0,0,2,4,2,2,0,0,1,4,0,0,1,0,7,2,0,0,1,1,1,1
miR-513c-3p,2,2,4,10,3,1,0,0,4,2,2,0,1,1,0,1,3,2,1,2,2,6,4,4,3,6,0,1,5,1,2
miR-513c-5p,1,2,3,0,2,0,0,0,0,0,0,0,1,1,0,2,1,5,2,0,1,0,0,6,0,0,0,4,10,0,0
miR-514a-3p,11,1,19,2,0,3,5,2,4,0,0,5,10,6,9,0,0,7,11,3,0,5,0,22,6,2,1,18,6,3,5
miR-514a-5p,3,0,6,7,0,2,0,0,0,0,0,1,1,1,0,5,0,0,2,0,4,6,0,4,5,3,0,5,0,0,2
miR-514b-3p,0,0,3,3,0,0,0,0,1,2,1,2,0,0,0,1,2,0,0,0,0,3,3,2,3,1,0,1,5,0,2
miR-514b-5p,3,0,1,5,0,0,1,1,1,1,2,3,1,1,0,0,0,0,1,0,3,0,0,6,1,3,0,6,9,1,2
miR-515-3p,2,1,0,1,0,0,2,2,5,1,0,0,0,0,0,3,1,0,0,1,0,5,0,1,3,5,1,1,3,2,1
miR-515-5p,0,0,1,0,2,5,0,0,5,0,0,0,0,0,0,6,3,3,0,0,4,8,2,0,1,2,0,0,7,1,0
miR-516a-3p,0,0,0,6,0,1,0,0,1,1,0,1,1,0,0,0,2,1,0,0,0,2,0,1,0,1,0,0,0,0,0
miR-516a-5p,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,5,0,1,6,0,0,8,0,0,0,10,1,0,10,1,2
miR-516b-5p,0,0,1,2,4,0,1,2,1,0,3,1,0,2,0,2,0,0,1,0,1,3,2,0,2,0,2,4,7,4,1
miR-517-5p,1,0,6,4,1,4,1,0,1,1,6,2,5,0,0,10,1,0,3,1,6,12,5,0,1,9,1,3,6,5,1
miR-517a-3p,3,2,4,4,6,0,0,2,5,0,0,0,0,0,0,7,1,0,1,1,2,3,0,1,0,3,0,2,13,2,1
miR-517c-3p,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,3,1,2,2,1,0,0,3,2,0
miR-5186,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,1,1,0,0
miR-5187-3p,2,0,2,11,0,1,0,3,1,2,1,2,1,1,2,8,0,2,0,3,4,4,1,0,2,5,1,1,10,2,2
miR-5187-5p,3,6,3,18,15,6,15,6,3,7,11,2,2,15,3,5,5,3,9,5,1,13,6,4,1,3,15,29,17,27,14
miR-5188,0,0,3,6,0,0,3,3,6,2,1,0,2,1,0,4,3,0,5,0,3,0,1,0,0,2,4,5,7,2,3
miR-5189-3p,0,4,6,7,7,7,13,1,9,0,9,0,1,2,3,15,0,2,2,1,12,10,0,4,3,8,11,11,8,6,2
miR-5189-5p,0,19,17,95,73,15,68,19,45,28,63,1,11,57,2,6,0,12,6,8,16,30,5,9,6,13,85,135,58,60,49
miR-518b,1,0,4,4,0,2,2,0,7,1,2,0,1,0,0,6,4,2,3,1,3,4,2,0,1,4,0,1,8,0,1
miR-518c-3p,3,0,1,6,0,1,1,0,1,0,0,0,0,0,0,6,0,0,1,0,6,5,4,2,1,1,0,1,6,1,0
miR-5190,2,9,17,67,36,7,25,10,32,16,33,2,2,31,0,43,6,2,6,2,23,29,8,3,4,22,67,58,31,34,27
miR-5191,0,0,4,15,35,2,13,0,9,6,9,1,0,8,0,1,1,3,1,0,0,6,0,0,2,4,10,24,16,20,9
miR-5192,1,10,12,80,126,20,60,10,61,27,46,3,1,61,7,2,2,15,10,3,11,14,2,4,4,8,101,107,45,48,58
miR-5193,0,2,4,3,12,8,2,1,4,1,6,0,1,2,1,8,4,3,6,3,10,11,3,1,6,0,3,2,20,6,5
miR-5194,0,2,9,8,20,1,15,6,10,3,13,0,2,16,0,4,3,0,3,2,5,7,1,0,2,8,29,37,12,20,7
miR-5195-3p,2,0,0,8,3,1,0,0,3,0,2,2,1,1,0,3,2,4,0,0,3,3,4,1,3,2,1,1,2,4,3
miR-5195-5p,0,1,5,9,20,3,3,0,5,10,17,1,0,7,3,4,3,2,1,1,5,10,6,1,2,5,9,6,39,13,1
miR-5196-3p,0,1,2,7,6,1,0,1,4,0,5,0,2,1,2,11,6,4,2,3,12,8,6,2,6,9,1,3,17,6,8
miR-5196-5p,56,372,853,2039,3904,778,1513,486,1252,659,707,86,239,1268,99,96,129,245,250,205,208,623,164,114,266,344,2821,2528,1340,1575,941
miR-5197-3p,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,4,0,0,1,1,0
miR-5197-5p,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,8,0,0,2,0,2,5,2,3,0,3,0,4,5,0,1
miR-519a-3p,2,5,9,9,0,3,1,0,8,6,1,0,2,0,1,5,1,0,0,0,0,0,2,0,1,2,0,0,10,2,1
miR-519b-3p,0,2,3,7,0,1,0,1,2,1,0,1,1,1,1,1,4,1,1,1,0,1,0,2,4,1,0,0,5,1,0
miR-519c-3p,5,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,3,0,1,2,1,0,0,1,0,0
miR-519d-3p,4,4,1,5,0,3,1,1,4,2,3,0,0,2,0,3,5,2,1,3,4,9,1,5,2,2,0,3,8,6,4
miR-519e-3p,1,0,5,3,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,2,1,2,0,1,0,2,1,1,0,0
miR-519e-5p,1,0,5,6,1,1,0,0,0,0,2,0,1,0,0,3,2,2,1,2,0,1,1,1,3,0,1,2,5,1,1
miR-520a-5p,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,2,0,4
miR-520b,0,2,2,3,5,3,3,0,1,1,1,1,3,4,0,2,7,1,1,3,0,2,3,3,3,2,1,0,5,2,2
miR-520c-3p,0,1,0,4,0,1,3,3,2,0,5,0,0,0,2,2,3,2,0,1,1,3,1,0,1,1,0,0,2,1,1
miR-520d-3p,1,1,1,9,0,0,0,1,0,0,0,0,0,0,0,10,7,0,0,0,4,0,0,1,2,3,0,0,3,0,0
miR-520e,0,0,2,5,0,10,0,3,3,3,3,1,2,2,1,8,0,1,0,1,5,6,0,1,4,0,1,1,13,0,1
miR-520f-3p,1,0,0,3,1,0,2,0,0,2,6,0,0,1,0,1,0,0,0,0,3,1,0,0,1,3,1,0,3,3,0
miR-520g-5p,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,1,1,0,0,2,0,0,2
miR-521,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,2,3,0,0,2,3,0,0,4,2,2
miR-522-3p,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
miR-523-3p,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,2,1,1,0,3,1,0
miR-525-5p,1,4,1,4,0,4,0,1,5,2,2,3,0,0,1,6,1,2,2,1,3,10,3,1,3,2,1,6,9,3,3
miR-532-3p,805,319,855,925,1756,19141,1327,218,6779,429,976,796,463,572,1377,1069,462,1018,1771,233,903,448,1248,176,808,1249,1041,1534,1073,1155,1302
miR-532-5p,696,336,962,799,1768,20216,1147,235,5826,461,1120,671,594,598,1206,1826,417,947,2070,238,1427,612,1134,165,1037,1894,799,1396,1250,1013,1076
miR-539-3p,155,19,5,1,10,13,15,1,6,15,0,54,2,17,70,2,27,22,52,45,53,14,14,72,16,15,8,38,60,6,31
miR-539-5p,1187,65,20,1,81,29,114,5,45,70,9,318,5,189,556,11,63,165,433,76,263,93,62,511,113,42,67,447,576,63,330
miR-541-3p,7,5,8,19,12,8,6,6,8,5,6,3,2,5,6,3,4,3,5,9,9,6,9,1,3,7,10,23,14,7,1
miR-541-5p,5,0,2,4,4,1,1,0,0,2,0,1,0,2,3,2,0,0,3,0,5,2,2,5,2,4,1,6,6,4,1
miR-542-3p,7,40,7,288,30,25,10,45,21,44,32,3,10,16,6,12,6,3,1,19,44,7,330,2,6,37,17,28,36,20,6
miR-542-5p,7,12,6,221,45,9,17,35,30,29,18,2,0,17,6,7,10,6,10,16,31,17,198,9,4,23,15,34,34,11,10
miR-543,2177,579,117,17,295,124,358,8,125,496,42,553,22,625,1417,8,512,496,934,1113,1512,427,260,550,514,259,193,1806,1046,119,1338
miR-544a,6,1,0,3,2,0,1,0,0,0,0,1,0,0,5,11,0,0,4,2,1,2,3,0,3,7,1,3,1,2,2
miR-544b,0,4,1,5,3,5,0,0,18,5,8,1,6,4,3,3,3,2,1,0,2,4,1,0,5,3,0,6,9,5,7
miR-545-3p,102,210,289,254,59,126,78,39,218,70,103,167,109,127,82,100,117,189,172,200,115,165,101,165,172,97,71,104,178,127,123
miR-545-5p,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0
miR-548ab,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,11,0,0,2,0,3,6,1,2,0,7,0,2,0,1,1
miR-548ad,1,1,2,7,3,6,1,3,3,3,4,3,3,1,2,16,1,3,0,4,8,4,5,3,3,4,3,1,3,1,3
miR-548ae,3,13,15,31,16,26,5,8,12,8,18,4,16,5,1,43,15,11,10,21,36,61,26,7,11,18,14,15,29,4,14
miR-548ag,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,1,4,0,2,1,2,0,1,0,0,0
miR-548ak,8,16,19,25,16,33,11,7,11,9,35,18,17,11,4,19,41,16,15,29,46,58,28,7,21,22,4,10,33,14,4
miR-548al,0,0,5,4,0,1,0,3,9,1,1,2,7,1,1,8,3,2,2,0,6,13,0,2,6,7,2,4,4,7,0
miR-548an,2,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0,2,0,1,1,1,0,0
miR-548ao-3p,0,1,3,7,3,1,0,2,2,5,4,1,1,0,0,1,2,0,2,0,1,9,8,0,5,0,0,1,4,1,1
miR-548ao-5p,0,16,9,2,0,4,0,0,0,4,3,0,0,0,0,3,2,1,0,4,3,11,0,4,13,2,0,0,1,3,0
miR-548ar-3p,1,1,1,0,1,2,0,0,2,0,0,2,0,0,0,3,3,0,3,3,2,1,0,1,1,0,1,0,3,0,2
miR-548as-3p,0,0,1,5,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0
miR-548au-3p,0,3,2,9,4,0,1,6,3,0,1,0,2,1,0,4,0,1,0,1,5,1,2,0,0,1,4,3,9,6,2
miR-548av-5p,1,0,1,4,0,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0
miR-548aw,16,51,34,35,28,15,6,22,10,6,12,13,29,8,6,49,2,23,29,37,24,37,12,24,18,35,8,9,39,20,19
miR-548ax,3,4,9,7,6,3,3,3,4,4,0,1,1,4,3,26,4,1,7,4,17,37,2,1,10,17,3,10,11,8,3
miR-548ay-3p,5,11,18,32,17,12,19,15,8,15,11,5,20,9,10,35,23,5,6,8,28,38,17,11,6,25,7,13,36,12,14
miR-548ay-5p,5,6,37,76,13,20,8,5,5,6,11,5,5,2,4,362,8,6,35,8,150,266,24,4,15,185,14,38,52,69,15
miR-548az-5p,1,4,5,24,7,11,2,4,4,6,11,3,6,2,5,109,5,4,15,8,49,90,18,1,7,49,1,19,45,44,9
miR-548b-3p,34,56,155,514,3,136,62,121,99,46,294,39,130,83,29,15,141,73,62,103,152,157,18,63,130,240,51,69,117,95,72
miR-548b-5p,0,3,24,39,4,25,4,9,8,4,37,6,14,6,2,137,8,8,22,15,72,102,11,3,4,99,14,56,47,72,17
miR-548ba,0,0,4,2,22,0,0,1,3,8,0,1,2,1,0,11,3,3,0,4,1,3,0,1,5,3,1,10,34,3,7
miR-548d-5p,4,7,95,153,22,29,7,5,11,13,18,9,7,6,2,1111,12,11,135,21,615,698,58,4,37,665,36,285,259,288,97
miR-548e-3p,7,6,20,22,8,7,5,6,14,13,10,6,1,8,1,24,6,16,12,13,17,23,7,10,13,8,4,12,8,14,5
miR-548e-5p,3,4,35,93,17,26,14,8,8,8,13,3,9,8,1,391,17,12,37,9,160,319,29,6,12,191,11,48,51,54,15
miR-548g-3p,1,0,3,7,1,0,0,0,0,1,2,0,0,0,0,4,2,2,0,3,3,2,0,0,1,0,0,0,3,0,0
miR-548h-5p,3,6,9,15,11,7,1,1,5,1,10,0,1,1,2,77,9,2,3,4,27,51,2,0,1,22,5,9,6,10,4
miR-548j-3p,0,19,20,51,23,26,12,10,2,6,15,8,10,7,1,123,18,9,20,17,63,125,29,6,12,62,5,10,19,25,8
miR-548k,5,12,9,48,13,26,2,19,16,15,9,15,8,9,10,24,13,9,9,22,29,27,14,12,16,16,5,5,55,22,11
miR-548l,1,1,9,13,0,9,1,1,4,10,3,1,18,1,0,8,2,3,0,8,9,15,1,1,8,4,4,4,2,3,1
miR-548m,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,3,0,2,0,0,2,0,0
miR-548s,2,3,8,17,4,6,2,2,6,5,5,1,6,1,3,5,10,10,0,6,8,12,9,2,8,7,4,6,5,5,5
miR-548t-5p,0,3,4,14,0,3,0,0,3,4,4,3,2,2,2,21,1,1,4,0,6,18,11,0,8,6,1,5,8,1,0
miR-548v,20,12,6,19,1,7,12,3,5,1,6,16,2,12,10,15,11,13,16,3,8,19,1,24,16,12,9,26,61,3,21
miR-548w,13,11,64,80,55,27,14,8,22,21,37,16,6,24,11,302,31,18,36,31,175,270,31,18,31,201,25,117,97,83,24
miR-548x-3p,0,0,2,1,1,6,2,1,1,2,4,1,1,0,0,0,0,0,0,4,4,1,2,1,1,1,1,3,2,1,0
miR-548y,0,0,2,26,3,5,4,9,2,3,3,1,6,2,0,18,3,1,2,1,14,8,4,0,1,10,7,2,2,1,0
miR-549a,3,1,7,3,0,0,2,0,4,4,2,2,0,3,1,10,0,0,4,2,1,5,3,3,4,2,19,13,0,8,7
miR-550a-3-5p,12,33,68,111,81,61,33,42,37,35,28,10,17,53,8,18,36,16,11,25,25,60,6,15,41,18,96,79,60,58,45
miR-550a-5p,8,45,103,111,99,52,78,29,40,59,41,4,11,61,8,34,32,23,22,29,28,71,15,11,28,33,116,130,58,93,63
miR-550b-2-5p,0,2,8,25,15,1,2,4,0,2,3,0,0,9,1,5,3,0,4,1,3,7,2,0,4,1,9,9,6,6,4
miR-551a,28,46,132,94,248,16,11,14,92,23,204,8,4,88,25,798,111,17,15,10,55,117,339,16,103,65,88,242,119,91,105
miR-551b-3p,1218,4874,8243,34781,26,8310,2271,3800,715,3266,974,652,3798,8904,731,10637,3372,606,1303,4631,24987,9528,3704,781,8524,1641,1817,3016,2516,1664,3781
miR-551b-5p,3,14,32,80,1,15,14,4,5,25,7,5,20,18,2,43,25,2,9,19,144,62,14,8,36,8,7,8,4,8,0
